programa,lista_declaracoes_externas,declaracao_externa,declaracao_tipo,declaracao_funcao,declaracao_variavel,idd,lista_identificadores,n_funcao,tipo,idu,new_block,lista_parametros,num,declaracao_campos,marcador_funcao,bloco,lista_declaracao_variaveis,lista_comandos,comando,valor_esquerdo,mw,expressao,expressao_l,expressao_r,expressao_y,expressao_f,true,false,chr,str,id,marcador_c,mt,lista_expressoes,me,TYPE,FUNCTION,VAR,$end,ID,EQUALS,LEFT_PARENTHESIS,COLON,COMMA,ARRAY,STRUCT,INTEGER,CHAR,BOOLEAN,STRING,LEFT_SQUARE,LEFT_BRACES,SEMI_COLON,RIGHT_PARENTHESIS,RIGHT_BRACES,DOT,PLUS_PLUS,MINUS_MINUS,TIMES,DIVIDE,PLUS,MINUS,LESS_THAN,LESS_OR_EQUAL,GREATER_THAN,GREATER_OR_EQUAL,EQUAL_EQUAL,NOT_EQUAL,AND,OR,RIGHT_SQUARE,NUMERAL,IF,WHILE,DO,BREAK,CONTINUE,RETURN,OF,NOT,TRUE,FALSE,CHARACTER,STRINGVAL,ELSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,,-76,,,,,,,-76,,-76,-76,,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,-81,,,,,,,-81,,-81,-81,,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,119,142,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,,,,,,,,,,,,-43,,,-43,,,,,,,,,,,,,,,,,,-43,-43,-43,-43,-43,-43,,,,,,,-43
,,,,,,,,,,99,,,105,,,,,,,95,,,143,91,92,94,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,99,,,105,,,,,,,95,,,144,91,92,94,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,99,,,105,,,,,,,95,,,,145,92,94,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,99,,,105,,,,,,,95,,,,146,92,94,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,99,,,105,,,,,,,95,,,,147,92,94,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,99,,,105,,,,,,,95,,,,148,92,94,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,99,,,105,,,,,,,95,,,,149,92,94,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,99,,,105,,,,,,,95,,,,150,92,94,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,99,,,105,,,,,,,95,,,,,151,94,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,99,,,105,,,,,,,95,,,,,152,94,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,99,,,105,,,,,,,95,,,,,,153,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,99,,,105,,,,,,,95,,,,,,154,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,,,,,,,,-67,-67,,,,,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,,,,,,,,-63,-63,,,,,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,,,,,,,,,-64,-64,,,,,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,,,,,,,86,,-61,-61,,85,,,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,,,,,,,86,,-62,-62,,85,,,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,118,119,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,,,,,,,,-68,-68,,,,,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,-32,,,,,,,,,,,,-32,,,,,,,,,,,,,,,,,,,,,-32,-32,-32,-32,-32,-32,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,118,119,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,-40,,,-40,,,,,,,,,,,,,,,,,,-40,-40,-40,-40,-40,-40,,,,,,,-40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,-77,,,,,,,-77,,-77,-77,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,,,,,,,,,-44,-44,,,,,,,,,120,121,122,123,124,125,-44,-44,-44,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,,,,,,,,,-45,-45,,,,,,,,,120,121,122,123,124,125,-45,-45,-45,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,,,,,,,,,-47,-47,,,,,,,126,127,-47,-47,-47,-47,-47,-47,-47,-47,-47,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,,,,,,,,,-48,-48,,,,,,,126,127,-48,-48,-48,-48,-48,-48,-48,-48,-48,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,,,,,,,,,-49,-49,,,,,,,126,127,-49,-49,-49,-49,-49,-49,-49,-49,-49,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,-50,-50,,,,,,,126,127,-50,-50,-50,-50,-50,-50,-50,-50,-50,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,,,,,,,,,-51,-51,,,,,,,126,127,-51,-51,-51,-51,-51,-51,-51,-51,-51,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,,,,,,,,-52,-52,,,,,,,126,127,-52,-52,-52,-52,-52,-52,-52,-52,-52,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,,,,,,,,,-54,-54,,,,,128,129,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,,,,,,,,,-55,-55,,,,,128,129,-55,-55,-55,-55,-55,-55,-55,-55,-55,-55,-55,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,,,,,,,,,-57,-57,,,,,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,,,,,,,,-58,-58,,,,,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,,,,,,,,,-65,-65,,,,,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,,,,,,,,,,,,,,
,,,,,,,,,,99,,,105,,,,,,,95,,161,90,91,92,94,101,102,103,104,,,,160,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,77,72,,,,,,,,162,73,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,,,,,,69,70,71,74,75,76,,,,,,,
,,,,,,,,,,77,72,,,,,,,,163,73,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,,,,,,69,70,71,74,75,76,,,,,,,
,,,,,,,,,,99,,,105,,,,,,,95,,164,90,91,92,94,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,,,,,,,-75,,,,,,,,,,,,,,,118,119,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35,,,,,,,,,,,,-35,,,-35,,,,,,,,,,,,,,,,,,-35,-35,-35,-35,-35,-35,,,,,,,167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37,,,,,,,,,,,,-37,,,-37,,,,,,,,,,,,,,,,,,-37,-37,-37,-37,-37,-37,,,,,,,-37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,118,119,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,,,,,,-66,-66,,,,,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,,,,,,,,,,,,,,
,,,,,,,,,,99,,,105,,,,,,,95,,169,90,91,92,94,101,102,103,104,,,,,,,,,,28,,98,,,,,,,,,,,,,,,96,97,,,,93,,,,,,,,,,38,,,,,,,,100,106,107,108,109,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,-33,,,,,,,,,,,,-33,,,,,,,,,,,,,,,,,,,,,-33,-33,-33,-33,-33,-33,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,,,,,,,-74,,,,,,,,,,,,,,,118,119,,,,,,,,,,,,,,,
,,,,,,,,,,77,72,,,,,,,,172,73,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,,,,,,69,70,71,74,75,76,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38,,,,,,,,,,,,-38,,,-38,,,,,,,,,,,,,,,,,,-38,-38,-38,-38,-38,-38,,,,,,,-38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36,,,,,,,,,,,,-36,,,-36,,,,,,,,,,,,,,,,,,-36,-36,-36,-36,-36,-36,,,,,,,-36
